id,go,sel
ENSG00000142949,True,False
ENSG00000160963,True,False
ENSG00000260762,False,False
ENSG00000185262,True,False
ENSG00000270164,False,False
ENSG00000115232,True,False
ENSG00000230074,False,False
ENSG00000179676,False,False
ENSG00000214029,True,False
ENSG00000206621,False,False
ENSG00000252357,False,False
ENSG00000124935,True,False
ENSG00000243742,False,False
ENSG00000169884,True,False
ENSG00000279880,False,False
ENSG00000265630,False,False
ENSG00000222581,False,False
ENSG00000065621,True,False
ENSG00000255186,False,False
ENSG00000236118,False,False
ENSG00000123352,True,False
ENSG00000275930,False,False
ENSG00000224960,False,False
ENSG00000249306,False,False
ENSG00000252219,False,False
ENSG00000224904,False,False
ENSG00000106302,True,False
ENSG00000237154,False,False
ENSG00000219274,False,False
ENSG00000234170,False,False
ENSG00000166866,True,False
ENSG00000188828,True,False
ENSG00000228790,False,False
ENSG00000224595,False,False
ENSG00000233778,False,False
ENSG00000283411,False,False
ENSG00000131378,True,False
ENSG00000178700,True,False
ENSG00000284830,False,False
ENSG00000275810,False,False
ENSG00000270509,False,False
ENSG00000145819,True,False
ENSG00000226441,False,False
ENSG00000109738,True,False
ENSG00000199785,False,False
ENSG00000206746,False,False
ENSG00000066382,True,False
ENSG00000224698,False,False
ENSG00000235350,False,False
ENSG00000284055,False,False
ENSG00000231384,False,False
ENSG00000244560,False,False
ENSG00000198690,True,False
ENSG00000133872,True,False
ENSG00000225632,False,False
ENSG00000015676,True,False
ENSG00000230247,False,False
ENSG00000212658,True,False
ENSG00000279672,False,False
ENSG00000231150,False,False
ENSG00000283674,False,False
ENSG00000206949,False,False
ENSG00000214922,False,False
ENSG00000203883,True,False
ENSG00000266818,False,False
ENSG00000202478,False,False
ENSG00000252321,False,False
ENSG00000256896,False,False
ENSG00000152953,True,True
ENSG00000267333,False,False
ENSG00000136997,True,False
ENSG00000250794,False,False
ENSG00000184100,False,False
ENSG00000232030,False,False
ENSG00000269786,False,False
ENSG00000224892,False,False
ENSG00000205592,True,False
ENSG00000260153,False,False
ENSG00000266580,False,False
ENSG00000207816,True,False
ENSG00000011304,True,False
ENSG00000105248,True,False
ENSG00000259301,False,False
ENSG00000242222,False,False
ENSG00000253865,False,False
ENSG00000181499,True,False
ENSG00000255092,False,False
ENSG00000283141,False,False
ENSG00000232454,False,False
ENSG00000187762,False,False
ENSG00000104901,True,False
ENSG00000252022,False,False
ENSG00000251148,False,False
ENSG00000232023,False,False
ENSG00000255025,False,False
ENSG00000226091,False,False
ENSG00000230416,False,False
ENSG00000226327,False,False
ENSG00000211809,True,False
ENSG00000217801,False,False
ENSG00000218198,False,False
ENSG00000277514,False,False
ENSG00000222459,False,False
ENSG00000263105,False,False
ENSG00000253692,False,False
ENSG00000240302,False,False
ENSG00000176222,True,False
ENSG00000231607,False,False
ENSG00000170571,True,False
ENSG00000239281,False,False
ENSG00000270705,False,False
ENSG00000234537,False,False
ENSG00000251776,False,False
ENSG00000253671,False,False
ENSG00000267038,False,False
ENSG00000107625,True,False
ENSG00000251864,False,False
ENSG00000229935,False,False
ENSG00000201447,False,False
ENSG00000262235,False,False
ENSG00000272430,False,False
ENSG00000233523,False,False
ENSG00000252050,False,False
ENSG00000005001,True,False
ENSG00000225870,False,False
ENSG00000279671,False,False
ENSG00000276853,False,False
ENSG00000242728,False,False
ENSG00000225489,False,False
ENSG00000067842,True,False
ENSG00000079393,True,False
ENSG00000169871,True,False
ENSG00000261316,False,False
ENSG00000120008,True,False
ENSG00000251376,False,False
ENSG00000256223,True,False
ENSG00000164253,True,False
ENSG00000270852,False,False
ENSG00000179562,True,False
ENSG00000273507,False,False
ENSG00000249050,False,False
ENSG00000256006,False,False
ENSG00000111642,True,False
ENSG00000182983,True,False
ENSG00000121390,True,False
ENSG00000232858,False,False
ENSG00000137876,True,False
ENSG00000224329,False,False
ENSG00000251707,False,False
ENSG00000284410,False,False
ENSG00000112972,True,False
ENSG00000264488,False,False
ENSG00000254971,False,False
ENSG00000172955,True,False
ENSG00000232809,False,False
ENSG00000256746,False,False
ENSG00000136425,True,False
ENSG00000262246,True,False
ENSG00000187033,True,False
ENSG00000254816,False,False
ENSG00000206660,False,False
ENSG00000200757,False,False
ENSG00000081041,True,False
ENSG00000183706,True,False
ENSG00000254575,False,False
ENSG00000049247,True,False
ENSG00000262141,False,False
ENSG00000204580,True,False
ENSG00000261096,False,False
ENSG00000231516,False,False
ENSG00000260868,False,False
ENSG00000241464,False,False
ENSG00000232370,False,False
ENSG00000237501,False,False
ENSG00000278752,False,False
ENSG00000147274,True,False
ENSG00000224109,True,False
ENSG00000258184,False,False
ENSG00000167774,False,False
ENSG00000207021,False,False
ENSG00000102738,True,False
ENSG00000274977,False,False
ENSG00000274775,False,False
ENSG00000272861,False,False
ENSG00000238227,True,False
ENSG00000167851,True,False
ENSG00000202334,False,False
ENSG00000238202,False,False
ENSG00000249799,False,False
ENSG00000225437,False,False
ENSG00000236278,False,False
ENSG00000263680,False,False
ENSG00000105372,True,False
ENSG00000285751,False,False
ENSG00000166428,True,False
ENSG00000270606,False,False
ENSG00000148719,True,False
ENSG00000256128,False,False
ENSG00000226288,True,False
ENSG00000250988,False,False
ENSG00000265145,False,False
ENSG00000222973,False,False
ENSG00000278756,False,False
ENSG00000251151,False,False
ENSG00000279578,False,False
ENSG00000117143,True,False
ENSG00000228689,False,False
ENSG00000100979,True,False
ENSG00000197472,True,False
ENSG00000250257,False,False
ENSG00000200693,False,False
ENSG00000147117,True,False
ENSG00000187079,True,False
ENSG00000249944,False,False
ENSG00000204178,True,False
ENSG00000255363,False,False
ENSG00000138434,True,False
ENSG00000083290,True,False
ENSG00000179761,True,False
ENSG00000229115,False,False
ENSG00000225349,False,False
ENSG00000250420,False,False
ENSG00000201910,False,False
ENSG00000143457,True,False
ENSG00000198854,True,False
ENSG00000159247,False,False
ENSG00000258884,False,False
ENSG00000119661,True,False
ENSG00000165637,True,False
ENSG00000273088,False,False
ENSG00000268945,False,False
ENSG00000219738,False,False
ENSG00000258364,False,False
ENSG00000275183,True,False
ENSG00000132405,True,False
ENSG00000115919,True,False
ENSG00000241149,True,False
ENSG00000229207,False,False
ENSG00000273965,False,False
ENSG00000230204,False,False
ENSG00000168129,False,False
ENSG00000074416,True,False
ENSG00000236834,False,False
ENSG00000279622,False,False
ENSG00000258082,False,False
ENSG00000173113,True,False
ENSG00000213881,False,False
ENSG00000204186,True,False
ENSG00000136352,True,False
ENSG00000215343,True,False
ENSG00000227361,False,False
ENSG00000235209,False,False
ENSG00000260912,False,False
ENSG00000105568,True,False
ENSG00000072832,True,False
ENSG00000239408,False,False
ENSG00000167359,True,False
ENSG00000164287,True,False
ENSG00000066926,True,False
ENSG00000225726,False,False
ENSG00000242953,False,False
ENSG00000218891,True,False
ENSG00000131484,False,False
ENSG00000224439,False,False
ENSG00000269281,False,False
ENSG00000163319,True,False
ENSG00000205629,True,False
ENSG00000166006,True,False
ENSG00000282952,False,False
ENSG00000283607,False,False
ENSG00000255206,False,False
ENSG00000254489,False,False
ENSG00000168350,True,False
ENSG00000261288,False,False
ENSG00000251556,False,False
ENSG00000254138,False,False
ENSG00000200741,False,False
ENSG00000265262,False,False
ENSG00000235940,False,False
ENSG00000198546,True,False
ENSG00000123395,True,False
ENSG00000199626,False,False
ENSG00000239108,False,False
ENSG00000202508,False,False
ENSG00000115884,True,False
ENSG00000102230,True,False
ENSG00000277579,False,False
ENSG00000167874,True,False
ENSG00000235005,False,False
ENSG00000252512,False,False
ENSG00000221410,False,False
ENSG00000101460,True,False
ENSG00000148634,True,False
ENSG00000095059,True,False
ENSG00000151364,True,False
ENSG00000281649,False,False
ENSG00000255087,False,False
ENSG00000254437,False,False
ENSG00000270994,False,False
ENSG00000185621,True,False
ENSG00000202103,False,False
ENSG00000234872,False,False
ENSG00000085999,True,False
ENSG00000213533,True,False
ENSG00000174611,True,False
ENSG00000230942,False,False
ENSG00000223044,False,False
ENSG00000227173,False,False
ENSG00000183729,False,False
ENSG00000267661,False,False
ENSG00000167077,True,False
ENSG00000213376,False,False
ENSG00000212247,False,False
ENSG00000043143,True,False
ENSG00000263727,False,False
ENSG00000268062,False,False
ENSG00000255135,False,False
ENSG00000265272,False,False
ENSG00000226764,False,False
ENSG00000277426,False,False
ENSG00000227073,False,False
ENSG00000122026,True,False
ENSG00000270725,False,False
ENSG00000112874,True,False
ENSG00000115904,True,False
ENSG00000113262,True,False
ENSG00000177261,False,False
ENSG00000279294,False,False
ENSG00000261242,False,False
ENSG00000100726,True,False
ENSG00000181788,True,False
ENSG00000119900,True,False
ENSG00000237222,False,False
ENSG00000173338,True,False
ENSG00000184792,True,False
ENSG00000231542,False,False
ENSG00000270154,False,False
ENSG00000254578,False,False
ENSG00000231625,False,False
ENSG00000254272,False,False
ENSG00000178950,True,False
ENSG00000269014,False,False
ENSG00000274640,False,False
ENSG00000199525,False,False
ENSG00000109536,True,False
ENSG00000240093,False,False
ENSG00000271332,False,False
ENSG00000268818,False,False
ENSG00000264809,False,False
ENSG00000100865,True,False
ENSG00000125834,True,False
ENSG00000237987,False,False
ENSG00000236365,False,False
ENSG00000249082,False,False
ENSG00000283582,False,False
ENSG00000235363,False,False
ENSG00000269058,True,False
ENSG00000151923,True,False
ENSG00000173041,True,False
ENSG00000215483,False,False
ENSG00000251458,False,False
ENSG00000270777,False,False
ENSG00000206957,False,False
ENSG00000206858,False,False
ENSG00000265653,False,False
ENSG00000228296,False,False
ENSG00000164080,True,False
ENSG00000084207,True,False
ENSG00000241431,False,False
ENSG00000129521,True,False
ENSG00000100307,True,False
ENSG00000225154,False,False
ENSG00000200571,False,False
ENSG00000226935,False,False
ENSG00000139219,True,False
ENSG00000236975,False,False
ENSG00000104960,True,False
ENSG00000207263,False,False
ENSG00000283798,False,False
ENSG00000116717,True,False
ENSG00000221931,True,False
ENSG00000250161,False,False
ENSG00000182000,False,False
ENSG00000067445,True,False
ENSG00000260880,False,False
ENSG00000285632,False,False
ENSG00000171872,True,False
ENSG00000033100,True,False
ENSG00000283468,False,False
ENSG00000260951,False,False
ENSG00000273445,False,False
ENSG00000235379,False,False
ENSG00000236928,False,False
ENSG00000206923,False,False
ENSG00000163630,True,False
ENSG00000269419,False,False
ENSG00000141437,True,False
ENSG00000237322,False,False
ENSG00000258902,False,False
ENSG00000227431,False,False
ENSG00000138669,True,False
ENSG00000236739,False,False
ENSG00000225777,False,False
ENSG00000143971,True,False
ENSG00000139192,True,False
ENSG00000222795,False,False
ENSG00000241907,False,False
ENSG00000215424,False,False
ENSG00000277577,False,False
ENSG00000279233,False,False
ENSG00000243643,False,False
ENSG00000103540,True,False
ENSG00000162909,True,False
ENSG00000095370,True,False
ENSG00000233642,False,False
ENSG00000268940,True,False
ENSG00000238391,False,False
ENSG00000111218,True,False
ENSG00000259512,False,False
ENSG00000228190,False,False
ENSG00000249007,False,False
ENSG00000232387,False,False
ENSG00000188107,True,False
ENSG00000261569,False,False
ENSG00000249686,False,False
ENSG00000259209,False,False
ENSG00000273698,False,False
ENSG00000162972,True,False
ENSG00000270019,False,False
ENSG00000168630,False,False
ENSG00000204478,True,False
ENSG00000232091,False,False
ENSG00000248493,False,False
ENSG00000276096,False,False
ENSG00000170027,True,False
ENSG00000205517,True,False
ENSG00000280739,False,False
ENSG00000204620,False,False
ENSG00000272410,True,False
ENSG00000211877,False,False
ENSG00000260815,False,False
ENSG00000131849,True,False
ENSG00000173862,False,False
ENSG00000204969,True,False
ENSG00000269289,False,False
ENSG00000148296,True,False
ENSG00000200719,False,False
ENSG00000244215,False,False
ENSG00000262480,False,False
ENSG00000276844,False,False
ENSG00000213139,True,False
ENSG00000252816,False,False
ENSG00000266416,False,False
ENSG00000124228,True,False
ENSG00000224232,False,False
ENSG00000084754,True,False
ENSG00000246451,False,False
ENSG00000200102,False,False
ENSG00000228056,False,False
ENSG00000207562,True,False
ENSG00000126010,True,False
ENSG00000259144,False,False
ENSG00000259473,False,False
ENSG00000181201,False,False
ENSG00000254648,False,False
ENSG00000233939,False,False
ENSG00000152292,True,False
ENSG00000253064,False,False
ENSG00000225969,False,False
ENSG00000140350,True,False
ENSG00000197416,True,False
ENSG00000212360,False,False
ENSG00000200575,False,False
ENSG00000229320,False,False
ENSG00000273976,False,False
ENSG00000249048,False,False
ENSG00000277646,False,False
ENSG00000200651,False,False
ENSG00000263510,False,False
ENSG00000110344,True,False
ENSG00000229521,False,False
ENSG00000250715,False,False
ENSG00000250331,False,False
ENSG00000237466,False,False
ENSG00000201168,False,False
ENSG00000214064,False,False
ENSG00000237947,False,False
ENSG00000272218,False,False
ENSG00000253387,False,False
ENSG00000183246,True,False
ENSG00000247867,False,False
ENSG00000065328,True,False
ENSG00000182378,True,False
ENSG00000233775,False,False
ENSG00000222678,False,False
ENSG00000171311,True,False
ENSG00000200105,False,False
ENSG00000136943,True,True
ENSG00000260367,False,False
ENSG00000232743,False,False
ENSG00000233425,False,False
ENSG00000115364,True,False
ENSG00000267270,False,False
ENSG00000251630,False,False
ENSG00000234995,False,False
ENSG00000283415,False,False
ENSG00000235861,False,False
ENSG00000265833,False,False
ENSG00000188322,True,False
ENSG00000241932,False,False
ENSG00000133985,True,False
ENSG00000250330,False,False
ENSG00000215333,False,False
ENSG00000236768,False,False
ENSG00000223770,False,False
ENSG00000278992,False,False
ENSG00000260517,False,False
ENSG00000283662,False,False
ENSG00000129235,True,False
ENSG00000253308,False,False
ENSG00000182263,True,False
ENSG00000254344,False,False
ENSG00000266545,False,False
ENSG00000200087,False,False
ENSG00000174353,False,False
ENSG00000108039,True,False
ENSG00000242976,False,False
ENSG00000285608,False,False
ENSG00000135677,True,False
ENSG00000116688,True,False
ENSG00000036672,True,False
ENSG00000100804,True,False
ENSG00000155254,True,False
ENSG00000264608,False,False
ENSG00000265428,False,False
ENSG00000227874,False,False
ENSG00000228973,False,False
ENSG00000265479,False,False
ENSG00000231467,False,False
ENSG00000264802,False,False
ENSG00000267652,False,False
ENSG00000112246,True,False
ENSG00000275959,False,False
ENSG00000259469,False,False
ENSG00000206356,False,False
ENSG00000204403,True,False
ENSG00000164713,True,False
ENSG00000111788,False,False
ENSG00000231274,True,False
ENSG00000227606,False,False
ENSG00000261305,False,False
ENSG00000234903,False,False
ENSG00000100721,True,False
ENSG00000176692,True,False
ENSG00000261410,False,False
ENSG00000285598,False,False
ENSG00000116852,True,False
ENSG00000263649,False,False
ENSG00000196274,False,False
ENSG00000259361,False,False
ENSG00000239226,False,False
ENSG00000177181,True,False
ENSG00000153531,True,False
ENSG00000278811,False,False
ENSG00000232794,False,False
ENSG00000234737,False,False
ENSG00000207271,False,False
ENSG00000249726,False,False
ENSG00000253126,False,False
ENSG00000186226,True,False
ENSG00000180611,True,False
ENSG00000246662,False,False
ENSG00000239317,False,False
ENSG00000108231,True,False
ENSG00000280438,False,False
ENSG00000133687,True,False
ENSG00000140497,True,False
ENSG00000111237,True,False
ENSG00000075651,True,False
ENSG00000272186,False,False
ENSG00000159899,True,False
ENSG00000261749,False,False
ENSG00000173875,True,False
ENSG00000259700,False,False
ENSG00000167394,True,False
ENSG00000166337,True,False
ENSG00000163681,True,False
ENSG00000280035,False,False
ENSG00000162407,True,False
ENSG00000279541,False,False
ENSG00000222659,False,False
ENSG00000259979,False,False
ENSG00000279791,False,False
ENSG00000276043,True,False
ENSG00000273950,False,False
ENSG00000258987,False,False
ENSG00000276180,True,False
ENSG00000235653,False,False
ENSG00000228819,False,False
ENSG00000262877,False,False
ENSG00000135999,True,False
ENSG00000084628,True,False
ENSG00000138399,True,False
ENSG00000212387,False,False
ENSG00000113013,True,False
ENSG00000211580,True,False
ENSG00000233260,False,False
ENSG00000259781,False,False
ENSG00000110429,True,False
ENSG00000101292,True,False
ENSG00000260369,False,False
ENSG00000261444,False,False
ENSG00000257125,False,False
ENSG00000280870,False,False
ENSG00000227494,False,False
ENSG00000263526,False,False
ENSG00000104327,True,False
ENSG00000139220,True,False
ENSG00000214435,True,False
ENSG00000270615,False,False
ENSG00000137502,True,False
ENSG00000233928,False,False
ENSG00000250298,True,False
ENSG00000235352,False,False
ENSG00000260926,False,False
ENSG00000222268,False,False
ENSG00000222636,False,False
ENSG00000252421,False,False
ENSG00000216854,False,False
ENSG00000235621,False,False
ENSG00000253467,False,False
ENSG00000279367,False,False
ENSG00000268117,False,False
ENSG00000172538,True,False
ENSG00000254996,True,False
ENSG00000260211,False,False
ENSG00000258726,False,False
ENSG00000263393,False,False
ENSG00000186185,True,False
ENSG00000123989,True,False
ENSG00000234378,False,False
ENSG00000270541,False,False
ENSG00000283071,False,False
ENSG00000227762,False,False
ENSG00000115540,True,False
ENSG00000242381,False,False
ENSG00000143106,True,False
ENSG00000226114,False,False
ENSG00000158470,True,False
ENSG00000140939,True,False
ENSG00000139180,True,False
ENSG00000248893,False,False
ENSG00000256364,False,False
ENSG00000232079,False,False
ENSG00000236009,False,False
ENSG00000148841,True,False
ENSG00000180176,True,False
ENSG00000250084,False,False
ENSG00000235021,False,False
ENSG00000152404,True,False
ENSG00000225354,False,False
ENSG00000036549,True,False
ENSG00000237628,False,False
ENSG00000177993,False,False
ENSG00000206693,False,False
ENSG00000285960,False,False
ENSG00000223930,False,False
ENSG00000274228,False,False
ENSG00000248770,False,False
ENSG00000158955,True,False
ENSG00000268789,False,False
ENSG00000222529,False,False
ENSG00000275367,False,False
ENSG00000255867,False,False
ENSG00000136709,True,False
ENSG00000262381,False,False
ENSG00000196972,False,False
ENSG00000224416,False,False
ENSG00000124399,False,False
ENSG00000249312,False,False
ENSG00000228930,False,False
ENSG00000235958,False,False
ENSG00000124313,True,False
ENSG00000206818,False,False
ENSG00000230010,False,False
ENSG00000196668,False,False
ENSG00000250363,False,False
ENSG00000160691,True,False
ENSG00000128519,True,False
ENSG00000278498,False,False
ENSG00000238062,False,False
ENSG00000229950,False,False
ENSG00000104219,True,False
ENSG00000234189,False,False
ENSG00000274582,False,False
ENSG00000160201,True,False
ENSG00000115665,True,False
ENSG00000172680,True,False
ENSG00000112200,True,False
ENSG00000279526,False,False
ENSG00000119715,True,False
ENSG00000201489,False,False
ENSG00000225878,False,False
ENSG00000132912,True,False
ENSG00000226414,False,False
ENSG00000235975,False,False
ENSG00000211678,False,False
ENSG00000174498,True,False
ENSG00000167656,True,False
ENSG00000237492,False,False
ENSG00000185112,True,False
ENSG00000197465,True,False
ENSG00000221238,False,False
ENSG00000207868,True,False
ENSG00000172900,False,False
ENSG00000226479,True,False
ENSG00000232750,False,False
ENSG00000237575,False,False
ENSG00000251610,False,False
ENSG00000251678,False,False
ENSG00000033050,True,False
ENSG00000221287,False,False
ENSG00000223626,False,False
ENSG00000284674,False,False
ENSG00000207381,False,False
ENSG00000244462,True,False
ENSG00000280120,False,False
ENSG00000254968,False,False
ENSG00000227444,False,False
ENSG00000213078,False,False
ENSG00000283639,False,False
ENSG00000277925,False,False
ENSG00000113430,True,False
ENSG00000257683,False,False
ENSG00000273982,False,False
ENSG00000231633,False,False
ENSG00000156282,True,False
ENSG00000283321,True,False
ENSG00000220418,False,False
ENSG00000218208,False,False
ENSG00000246575,False,False
ENSG00000235992,False,False
ENSG00000232065,False,False
ENSG00000280232,False,False
ENSG00000277162,False,False
ENSG00000198934,True,False
ENSG00000133800,True,False
ENSG00000275406,False,False
ENSG00000252776,False,False
ENSG00000258710,False,False
ENSG00000221411,False,False
ENSG00000284661,False,False
ENSG00000235930,False,False
